Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
Greece,GRC,1932,2681246,2.026192,0.556928,0,0.098126,0,0,0.411486
India,IND,1932,36129522,35.092898,0.732800,0,0.303823,0,0,0.104481
Ireland,IRL,1932,6426656,6.426656,0,0,0,0,0,2.179266
Italy,ITA,1932,28064603,24.347280,2.150768,0.021984,1.544571,0,0,0.677382
Japan,JPN,1932,77980502,75.353824,0.692496,0.091600,1.842582,0,0,1.178149
Netherlands,NLD,1932,41416816,38.362350,2.927277,0,0.127189,0,0,5.098709
Norway,NOR,1932,8643426,7.382960,1.143168,0,0.117298,0,0,3.041823
Portugal,PRT,1932,3388725,2.945856,0.384720,0,0.058149,0,0,0.487306
Spain,ESP,1932,21175819,17.905968,2.231376,0.333424,0.705051,0,0,0.886129
Sweden,SWE,1932,18736918,16.305276,2.190644,0,0.240998,0,0,3.033827
Switzerland,CHE,1932,10222985,8.702000,1.124848,0,0.396137,0,0,2.492195
United Kingdom,GBR,1932,395899711,390.765648,2.997124,0,2.136939,0,0,8.544291
Australia,AUS,1933,21579653,21.419744,0,0,0.159909,0,0,3.254359
Austria,AUT,1933,14229847,13.084439,1.007341,0,0.138067,0,0,2.109375
Belgium,BEL,1933,72656573,69.139680,2.553808,0,0.963085,0,0,8.827187
Chile,CHL,1933,4092123,4.023072,0,0,0.069051,0,0,0.914850
China,CHN,1933,54111180,53.730504,0.267449,0,0.113227,0,0,0.108222
Denmark,DNK,1933,13371371,13.098800,0,0,0.272571,0,0,3.680532
Finland,FIN,1933,3223666,3.033575,0.110045,0,0.080045,0,0,0.914256
France,FRA,1933,199387062,189.117360,7.969200,0,2.300502,0,0,4.759777
Germany,DEU,1933,364980790,363.036448,0,0,1.944342,0,0,5.527751
Greece,GRC,1933,2300188,1.640420,0.561486,0,0.098282,0,0,0.348989
India,IND,1933,35467387,34.459728,0.688832,0,0.318827,0,0,0.101133
Ireland,IRL,1933,9266256,9.266256,0,0,0,0,0,3.128378
Italy,ITA,1933,30473789,26.644146,2.052087,0.021987,1.755570,0,0,0.729859
Japan,JPN,1933,91342495,88.273088,0.619216,0.084272,2.365919,0,0,1.359628
Netherlands,NLD,1933,38569472,35.276992,3.114400,0,0.178080,0,0,4.682466
Norway,NOR,1933,9179236,7.738368,1.330032,0,0.110836,0,0,3.211384
Portugal,PRT,1933,3996770,3.484464,0.432352,0,0.079954,0,0,0.567723
Spain,ESP,1933,18706372,15.667264,2.000544,0.344416,0.694148,0,0,0.775490
Sweden,SWE,1933,19517262,16.946000,2.370608,0,0.200654,0,0,3.147438
Switzerland,CHE,1933,9566704,8.397888,1.168816,0,0,0,0,2.320889
United Kingdom,GBR,1933,392154509,386.647264,3.297600,0,2.209645,0,0,8.429805
Australia,AUS,1934,22696786,22.489632,0,0,0.207154,0,0,3.396706
Austria,AUT,1934,13753408,12.794688,0.806080,0,0.152640,0,0,2.034528
Belgium,BEL,1934,74957773,70.836112,3.184016,0,0.937645,0,0,9.072594
Chile,CHL,1934,4828321,4.726638,0,0,0.101683,0,0,1.061726
China,CHN,1934,62382628,62.002565,0.282128,0,0.097934,0,0,0.124110
Denmark,DNK,1934,14641888,14.260288,0,0,0.381600,0,0,3.993968
Finland,FIN,1934,3952535,3.707968,0.131904,0,0.112663,0,0,1.113704
France,FRA,1934,201350074,188.201360,10.739184,0,2.409530,0,0,4.799763
Germany,DEU,1934,408619770,405.088176,0.311440,0.021984,3.198170,0,0,6.153078
Greece,GRC,1934,2831262,2.066496,0.641200,0,0.123566,0,0,0.423335
India,IND,1934,39611081,38.411242,0.809744,0,0.390094,0,0,0.111392
Ireland,IRL,1934,9482432,9.482432,0,0,0,0,0,3.191663
Italy,ITA,1934,39660993,35.335616,2.286336,0.025648,2.013393,0,0,0.942223
Japan,JPN,1934,101202823,98.033869,0.780460,0.084275,2.304220,0,0,1.486310
Netherlands,NLD,1934,38627947,35.507824,2.923872,0,0.196251,0,0,4.631093
Norway,NOR,1934,9485086,7.877600,1.483920,0,0.123566,0,0,3.300072
Portugal,PRT,1934,4095608,3.505920,0.498750,0,0.090938,0,0,0.574661
Spain,ESP,1934,20245431,16.385408,2.835936,0.351744,0.672343,0,0,0.831469
Sweden,SWE,1934,21732500,18.946544,2.498848,0,0.287108,0,0,3.492848
Switzerland,CHE,1934,9555712,8.273312,1.282400,0,0,0,0,2.308143
United Kingdom,GBR,1934,423203640,416.611456,3.982768,0,2.609416,0,0,9.068779
Australia,AUS,1935,25228046,24.951840,0,0,0.276206,0,0,3.747482
Austria,AUT,1935,13921714,12.845984,0.894016,0,0.181714,0,0,2.059121
Belgium,BEL,1935,71640635,67.857280,2.696704,0,1.086651,0,0,8.643899
Chile,CHL,1935,5110122,4.968486,0,0,0.141636,0,0,1.104864
China,CHN,1935,72645968,72.057496,0.432379,0,0.156093,0,0,0.143770
Denmark,DNK,1935,15250171,14.875840,0,0,0.374331,0,0,4.127245
Finland,FIN,1935,3516342,3.239266,0.142747,0,0.134329,0,0,0.983317
France,FRA,1935,195372329,178.451774,14.743660,0,2.176895,0,0,4.658377
Germany,DEU,1935,452332832,446.641600,1.311712,0.025648,4.353872,0,0,6.764260
Greece,GRC,1935,2911779,2.028744,0.748397,0,0.134638,0,0,0.428644
India,IND,1935,41393253,40.082017,0.857376,0,0.453860,0,0,0.114790
Ireland,IRL,1935,9533728,9.533728,0,0,0,0,0,3.208929
Italy,ITA,1935,45376239,40.637424,2.630752,0.021984,2.086079,0,0,1.069463
Japan,JPN,1935,106382481,102.441776,0.963632,0.073280,2.903793,0,0,1.536475
Netherlands,NLD,1935,37265088,33.815056,3.271952,0,0.178080,0,0,4.418436
Norway,NOR,1935,9781810,8.240336,1.410640,0,0.130834,0,0,3.385634
Portugal,PRT,1935,4377618,3.667664,0.604560,0,0.105394,0,0,0.606654
Spain,ESP,1935,22454852,18.730368,2.693040,0.362736,0.668708,0,0,0.913579
Sweden,SWE,1935,22864023,19.642704,2.854256,0,0.367063,0,0,3.662932
Switzerland,CHE,1935,9475104,8.192704,1.282400,0,0,0,0,2.280410
United Kingdom,GBR,1935,429106888,422.283328,3.832544,0,2.991016,0,0,9.155648
Australia,AUS,1936,27048667,26.725216,0,0,0.323451,0,0,3.987714
Austria,AUT,1936,13591954,12.483248,0.926992,0,0.181714,0,0,2.011239
Belgium,BEL,1936,75003563,70.191248,3.649344,0,1.162971,0,0,9.020272
Chile,CHL,1936,5025998,4.902523,0,0,0.123476,0,0,1.068104
China,CHN,1936,75477252,74.539493,0.509296,0,0.428463,0,0,0.148589
Denmark,DNK,1936,15777639,15.385228,0,0,0.392412,0,0,4.239022
Finland,FIN,1936,4963383,4.590992,0.208848,0,0.163543,0,0,1.378335
France,FRA,1936,198079074,178.814549,16.971334,0,2.293191,0,0,4.726296
Germany,DEU,1936,499634416,492.445317,1.366662,0.043968,5.778469,0,0,7.418587
Greece,GRC,1936,3366087,2.366944,0.861040,0,0.138103,0,0,0.488830
India,IND,1936,40684530,39.375916,0.809744,0,0.498871,0,0,0.111251
Ireland,IRL,1936,10145616,10.145616,0,0,0,0,0,3.419486
Italy,ITA,1936,31989586,27.904555,2.173001,0.021987,1.890044,0,0,0.748294
Japan,JPN,1936,116849074,112.613174,1.080846,0.073278,3.081776,0,0,1.665205
Netherlands,NLD,1936,39891998,36.042768,3.649344,0,0.199886,0,0,4.684359
Norway,NOR,1936,10441182,8.848560,1.443616,0,0.149006,0,0,3.596044
Portugal,PRT,1936,4128347,3.469808,0.538608,0,0.119931,0,0,0.565140
Spain,ESP,1936,8054700,7.416227,0,0.340597,0.297876,0,0,0.324655
Sweden,SWE,1936,25047559,21.562640,3.092416,0,0.392503,0,0,4.001847
Switzerland,CHE,1936,9920062,8.441856,1.227440,0,0.250766,0,0,2.380053
United Kingdom,GBR,1936,453795969,446.190866,4.294243,0,3.310860,0,0,9.638622
Australia,AUS,1937,28854693,28.491311,0,0,0.363382,0,0,4.217906
Austria,AUT,1937,15258836,14.164761,0.883236,0,0.210839,0,0,2.258895
Belgium,BEL,1937,90298118,85.173344,3.638352,0,1.486422,0,0,10.819329
Chile,CHL,1937,5278546,5.122272,0,0,0.156274,0,0,1.102246
China,CHN,1937,70968653,69.937378,0.593604,0,0.437671,0,0,0.138980
Denmark,DNK,1937,16294738,15.960384,0,0,0.334354,0,0,4.346423
Finland,FIN,1937,6780401,5.936137,0.640854,0,0.203410,0,0,1.869940
France,FRA,1937,217705002,198.585136,17.015616,0,2.104250,0,0,5.192106
Germany,DEU,1937,563512571,555.858112,1.384992,0.040304,6.229163,0,0,8.307596
Greece,GRC,1937,3585897,2.451216,0.992944,0,0.141737,0,0,0.514255
India,IND,1937,45067341,43.599263,0.886688,0,0.581391,0,0,0.121508
Ireland,IRL,1937,10354464,10.354464,0,0,0,0,0,3.512369
Italy,ITA,1937,45174154,38.728480,4.264896,0.025648,2.155130,0,0,1.048903
Japan,JPN,1937,125430964,121.267530,1.084512,0.095261,2.983660,0,0,1.759743
Netherlands,NLD,1937,43999193,39.377008,4.404128,0,0.218057,0,0,5.116780
Norway,NOR,1937,11760133,9.937336,1.662938,0,0.159859,0,0,4.029179
Portugal,PRT,1937,4930705,4.214133,0.589466,0,0.127106,0,0,0.666672
Spain,ESP,1937,5245303,4.796176,0,0.260144,0.188983,0,0,0.209452
Sweden,SWE,1937,28942064,24.874896,3.634688,0,0.432480,0,0,4.611546
Switzerland,CHE,1937,10464384,9.258928,1.205456,0,0,0,0,2.503441
United Kingdom,GBR,1937,468130764,460.315709,4.206239,0,3.608816,0,0,9.899359
Australia,AUS,1938,28035472,27.857369,0,0,0.178103,0,0,4.060758
Austria,AUT,1938,5786503,5.290500,0.175983,0,0.320020,0,0,0.856879
Belgium,BEL,1938,79119075,74.162794,3.447984,0,1.508298,0,0,9.448182
Chile,CHL,1938,5527490,5.345776,0,0,0.181714,0,0,1.133797
China,CHN,1938,61365519,60.520945,0.835392,0,0.009181,0,0,0.119543
Denmark,DNK,1938,14631431,14.315248,0,0,0.316183,0,0,3.873823
Finland,FIN,1938,5695588,4.741216,0.718144,0,0.236228,0,0,1.557874
France,FRA,1938,201798464,182.239677,19.558787,0,0,0,0,4.809306
Germany,DEU,1938,601272623,591.659056,1.868640,0.032976,7.711951,0,0,8.770277
Greece,GRC,1938,2842018,2.440743,0.248831,0,0.152443,0,0,0.402495
India,IND,1938,50379724,49.357468,1.022256,0,0,0,0,0.133953
Ireland,IRL,1938,9965634,9.911120,0,0,0.054514,0,0,3.393134
Italy,ITA,1938,44978954,37.472341,5.198793,0.029310,2.278511,0,0,1.035928
Japan,JPN,1938,131735124,127.833405,1.080850,0.091597,2.729271,0,0,1.832735
Netherlands,NLD,1938,43306638,38.006672,5.074640,0,0.225326,0,0,4.986372
Norway,NOR,1938,10477702,8.532775,1.781327,0,0.163600,0,0,3.568939
Portugal,PRT,1938,4117266,3.392864,0.593568,0,0.130834,0,0,0.549849
Spain,ESP,1938,13220969,12.655456,0,0.271136,0.294377,0,0,0.523002
Sweden,SWE,1938,26134964,21.547984,4.096352,0,0.490628,0,0,4.150383
Switzerland,CHE,1938,10458105,8.866880,1.271408,0,0.319817,0,0,2.494777
United Kingdom,GBR,1938,448939989,439.800837,5.235899,0,3.903253,0,0,9.452562
Australia,AUS,1939,32141508,31.803520,0,0,0.337988,0,0,4.610746
Austria,AUT,1939,6335720,5.525782,0.443088,0,0.366851,0,0,0.952310
Belgium,BEL,1939,73709369,72.448272,0,0,1.261097,0,0,8.783290
Chile,CHL,1939,5007321,4.840144,0,0,0.167177,0,0,1.008646
China,CHN,1939,74426991,73.023770,1.179808,0,0.223413,0,0,0.144225
Denmark,DNK,1939,16301977,15.956720,0,0,0.345257,0,0,4.284357
Finland,FIN,1939,4870834,3.793052,0.798152,0,0.279630,0,0,1.321442
France,FRA,1939,194617024,177.059136,17.557888,0,0,0,0,4.644798
Germany,DEU,1939,648625487,639.397312,2.271680,0.058624,6.897871,0,0,9.361566
Greece,GRC,1939,251419,0.080608,0,0,0.170811,0,0,0.035134
India,IND,1939,49312291,48.359587,0.952704,0,0,0,0,0.129293
Ireland,IRL,1939,11529568,11.402368,0,0,0.127200,0,0,3.929641
Italy,ITA,1939,46120099,37.292192,6.269104,0.032976,2.525827,0,0,1.051410
Japan,JPN,1939,127746841,124.151080,0.989252,0.098925,2.507584,0,0,1.765337
Netherlands,NLD,1939,40701177,40.432240,0,0,0.268937,0,0,4.634614
Norway,NOR,1939,12514649,10.240880,2.081152,0,0.192617,0,0,4.235915
Portugal,PRT,1939,4751019,3.964448,0.641200,0,0.145371,0,0,0.626701
Spain,ESP,1939,15713746,14.802560,0,0.322432,0.588754,0,0,0.615815
Sweden,SWE,1939,29299888,24.149424,4.565344,0,0.585120,0,0,4.631661
Switzerland,CHE,1939,11860368,10.548251,1.312117,0,0,0,0,2.819869
United Kingdom,GBR,1939,452456368,447.352416,5.103952,0,0,0,0,9.427942
Australia,AUS,1940,29038012,28.689164,0,0,0.348847,0,0,4.123546
Austria,AUT,1940,7343022,5.671872,1.267744,0,0.403406,0,0,1.095156
Belgium,BEL,1940,62103938,61.998544,0,0,0.105394,0,0,7.441162
Chile,CHL,1940,5259959,5.070976,0,0,0.188983,0,0,1.040257
China,CHN,1940,90790528,88.722876,1.795284,0,0.272368,0,0,0.175011
Denmark,DNK,1940,14822761,14.604704,0,0,0.218057,0,0,3.868153
Finland,FIN,1940,2314430,1.857648,0.307776,0,0.149006,0,0,0.625860
France,FRA,1940,137737088,127.349648,10.387440,0,0,0,0,3.359441
Germany,DEU,1940,654325001,645.746976,3.238994,0.029312,5.309719,0,0,9.369585
Greece,GRC,1940,237387,0.142896,0,0,0.094491,0,0,0.032608
India,IND,1940,52309595,51.177419,1.132176,0,0,0,0,0.135237
Ireland,IRL,1940,11522181,11.387712,0,0,0.134469,0,0,3.895260
Italy,ITA,1940,49030564,42.703920,3.905824,0.047632,2.373188,0,0,1.105761
Japan,JPN,1940,153244280,150.125072,0.916000,0.102592,2.100616,0,0,2.100186
Netherlands,NLD,1940,33437664,33.437664,0,0,0,0,0,3.765927
Norway,NOR,1940,6509561,5.598592,0.743792,0,0.167177,0,0,2.189511
Portugal,PRT,1940,3897397,3.092416,0.670512,0,0.134469,0,0,0.507804
Spain,ESP,1940,21618628,20.452448,0,0.395712,0.770468,0,0,0.839330
Sweden,SWE,1940,18474729,16.469680,1.659792,0,0.345257,0,0,2.906660
Switzerland,CHE,1940,8311001,7.119152,0.872032,0,0.319817,0,0,1.966635
United Kingdom,GBR,1940,475143856,470.893649,4.250207,0,0,0,0,9.852442
Australia,AUS,1941,34545063,34.203440,0,0,0.341623,0,0,4.857975
Austria,AUT,1941,7973112,5.555736,1.999625,0,0.417751,0,0,1.182077
Belgium,BEL,1941,65183668,64.871120,0,0,0.312548,0,0,7.876229
Chile,CHL,1941,5567824,5.389744,0,0,0.178080,0,0,1.080901
China,CHN,1941,113978569,111.449256,2.033520,0,0.495793,0,0,0.218556
Denmark,DNK,1941,17398642,17.191488,0,0,0.207154,0,0,4.503920
Finland,FIN,1941,3245056,2.839600,0.252816,0,0.152640,0,0,0.876568
France,FRA,1941,119927282,118.244608,0,0,1.682674,0,0,3.028467
Germany,DEU,1941,660793188,652.393473,2.766335,0.025648,5.607731,0,0,9.407112
Greece,GRC,1941,135301,0.102592,0,0,0.032709,0,0,0.018378
India,IND,1941,53581169,51.310020,1.187136,0,1.084012,0,0,0.136791
Ireland,IRL,1941,8447995,8.302624,0,0,0.145371,0,0,2.822584
Italy,ITA,1941,42894147,40.340421,1.102958,0.069622,1.381146,0,0,0.958871
Japan,JPN,1941,154604564,150.832314,0.791405,0.098926,2.881919,0,0,2.089110
Netherlands,NLD,1941,37125440,36.896503,0,0,0.228937,0,0,4.140692
Norway,NOR,1941,4813218,4.085360,0.571584,0,0.156274,0,0,1.609646
Portugal,PRT,1941,3780149,3.088752,0.556928,0,0.134469,0,0,0.487321
Spain,ESP,1941,21508381,20.470768,0,0.227168,0.810445,0,0,0.827914
Sweden,SWE,1941,15041770,14.319089,0.402942,0,0.319739,0,0,2.354323
Switzerland,CHE,1941,6625295,5.932401,0.340564,0,0.352331,0,0,1.557427
United Kingdom,GBR,1941,469651502,463.092909,2.971527,0,3.587066,0,0,9.740574
Australia,AUS,1942,36502144,36.222304,0,0,0.279840,0,0,5.088825
Austria,AUT,1942,8545348,5.536304,2.671056,0,0.337988,0,0,1.259818
Belgium,BEL,1942,61076829,60.826049,0,0,0.250781,0,0,7.405945
Chile,CHL,1942,5805955,5.624356,0,0,0.181600,0,0,1.106256
China,CHN,1942,127613381,124.452269,2.506176,0,0.654936,0,0,0.243416
Denmark,DNK,1942,16471591,16.257168,0,0,0.214423,0,0,4.220238
Finland,FIN,1942,2809575,2.429232,0.293120,0,0.087223,0,0,0.757706
France,FRA,1942,122495737,121.080544,0.175872,0.003664,1.235657,0,0,3.109029
Germany,DEU,1942,667899432,661.989536,2.282672,0.025648,3.601576,0,0,9.429080
Greece,GRC,1942,227047,0.212272,0,0,0.014775,0,0,0.030937
India,IND,1942,53529607,51.253665,1.143168,0,1.132774,0,0,0.135073
Ireland,IRL,1942,7015757,6.917580,0,0,0.098177,0,0,2.367788
Italy,ITA,1942,41888777,39.029179,1.655983,0.095256,1.108360,0,0,0.930779
Japan,JPN,1942,147791833,144.816010,0.725454,0.098926,2.151443,0,0,1.969796
Netherlands,NLD,1942,34594002,34.412288,0,0,0.181714,0,0,3.825924
Norway,NOR,1942,4626115,3.941921,0.498699,0,0.185495,0,0,1.537486
Portugal,PRT,1942,3025483,2.773648,0.131904,0,0.119931,0,0,0.386594
Spain,ESP,1942,23058224,21.943696,0,0.300448,0.814080,0,0,0.880690
Sweden,SWE,1942,13022192,12.285392,0.329760,0,0.407040,0,0,2.024594
Switzerland,CHE,1942,5838634,5.353410,0.267304,0,0.217920,0,0,1.362257
United Kingdom,GBR,1942,468899907,463.360432,1.890624,0.003664,3.645187,0,0,9.688015
Australia,AUS,1943,34989596,34.793365,0,0,0.196231,0,0,4.835489
Austria,AUT,1943,9611216,5.844080,3.385536,0,0.381600,0,0,1.411753
Belgium,BEL,1943,57852688,57.623728,0,0,0.228960,0,0,7.019254
Chile,CHL,1943,6110036,5.924688,0,0,0.185348,0,0,1.142542
China,CHN,1943,108994548,107.402274,0.952640,0,0.639634,0,0,0.206810
Denmark,DNK,1943,20622071,20.305888,0,0,0.316183,0,0,5.222099
Finland,FIN,1943,3945176,3.531711,0.297060,0,0.116405,0,0,1.060246
France,FRA,1943,125245677,123.517053,0.205190,0.076946,1.446487,0,0,3.211428
Germany,DEU,1943,679430146,672.747004,2.180092,0.018320,4.484731,0,0,9.649489
Greece,GRC,1943,212512,0.212512,0,0,0,0,0,0.029123
India,IND,1943,46644486,44.427878,1.121264,0,1.095343,0,0,0.116349
Ireland,IRL,1943,7110814,6.987248,0,0,0.123566,0,0,2.413718
Italy,ITA,1943,7112232,6.137705,0.032959,0.095215,0.846353,0,0,0.157430
Japan,JPN,1943,150637473,147.948590,0.747474,0.080610,1.860799,0,0,1.981942
Netherlands,NLD,1943,34927456,34.749376,0,0,0.178080,0,0,3.836917
Norway,NOR,1943,5443456,4.810832,0.479984,0,0.152640,0,0,1.795081
Portugal,PRT,1943,2941183,2.550632,0.267139,0,0.123412,0,0,0.372490
Spain,ESP,1943,23849440,22.665504,0,0.344416,0.839520,0,0,0.903833
Sweden,SWE,1943,15835729,14.927347,0.450568,0,0.457814,0,0,2.440020
Switzerland,CHE,1943,6172353,5.770561,0.219971,0,0.181822,0,0,1.427794
United Kingdom,GBR,1943,454820343,449.444516,1.875983,0,3.499844,0,0,9.322190
Australia,AUS,1944,34208985,33.990928,0,0,0.218057,0,0,4.680392
Austria,AUT,1944,9390832,5.668208,3.722624,0,0,0,0,1.374134
Belgium,BEL,1944,33138444,32.840465,0,0,0.297978,0,0,3.996918
Chile,CHL,1944,6139408,5.961328,0,0,0.178080,0,0,1.126665
China,CHN,1944,103003568,101.898303,0.615575,0,0.489690,0,0,0.194416
Denmark,DNK,1944,20281289,19.961472,0,0,0.319817,0,0,5.072859
Finland,FIN,1944,2725303,2.484192,0.153888,0,0.087223,0,0,0.729666
France,FRA,1944,79986445,78.959200,0.179536,0.113584,0.734125,0,0,2.056207
Germany,DEU,1944,600273120,597.928160,2.213056,0.131904,0,0,0,8.591900
Greece,GRC,1944,109920,0.109920,0,0,0,0,0,0.015091
India,IND,1944,47696050,45.498637,1.139584,0,1.057830,0,0,0.117594
Ireland,IRL,1944,6356149,6.247120,0,0,0.109029,0,0,2.159018
Italy,ITA,1944,3577930,2.803757,0.021962,0.084186,0.668025,0,0,0.079000
Japan,JPN,1944,138732713,136.484060,0.703469,0.080606,1.464578,0,0,1.797568
Netherlands,NLD,1944,23335154,23.229760,0,0,0.105394,0,0,2.543341
Norway,NOR,1944,4879141,4.225084,0.494269,0,0.159789,0,0,1.594381
Portugal,PRT,1944,3245322,2.787786,0.337469,0,0.120067,0,0,0.407346
Spain,ESP,1944,25790766,24.497689,0,0.381002,0.912076,0,0,0.969796
Sweden,SWE,1944,12442329,11.497632,0.421360,0,0.523337,0,0,1.896696
Switzerland,CHE,1944,4450036,4.059712,0.179536,0,0.210788,0,0,1.019715
United Kingdom,GBR,1944,442024559,437.551179,2.180098,0.003664,2.289618,0,0,9.017965
Australia,AUS,1945,32694683,32.345792,0,0,0.348891,0,0,4.424778
Austria,AUT,1945,4561680,3.115562,1.365575,0.080543,0,0,0,0.670934
Belgium,BEL,1945,38755177,38.435360,0,0,0.319817,0,0,4.647461
Chile,CHL,1945,5640896,5.437376,0,0,0.203520,0,0,1.015977
China,CHN,1945,55892207,55.335276,0.538569,0,0.018361,0,0,0.104941
Denmark,DNK,1945,14043221,13.934192,0,0,0.109029,0,0,3.471748
Finland,FIN,1945,640077,0.426252,0.076507,0,0.137318,0,0,0.170324
France,FRA,1945,107165641,105.332672,0.908672,0.146560,0.777737,0,0,2.699386
Germany,DEU,1945,116064528,114.258176,1.670784,0.135568,0,0,0,1.732306
Greece,GRC,1945,65744,0.040304,0,0,0.025440,0,0,0.008979
India,IND,1945,52874104,50.792876,0.970960,0,1.110268,0,0,0.128836
Ireland,IRL,1945,6832587,6.738096,0,0,0.094491,0,0,2.314562
Italy,ITA,1945,4351886,3.696421,0.022003,0.069675,0.563788,0,0,0.095768
Japan,JPN,1945,76635163,75.306192,0.677840,0.073280,0.577851,0,0,1.005394
Netherlands,NLD,1945,14651415,14.538752,0,0,0.112663,0,0,1.581885
Norway,NOR,1945,4011515,3.414848,0.527616,0,0.069051,0,0,1.297731
Portugal,PRT,1945,3336834,2.634416,0.571584,0,0.130834,0,0,0.415132
Spain,ESP,1945,28267302,25.087408,1.864976,0.362736,0.952182,0,0,1.054671
Sweden,SWE,1945,4549445,3.347925,0.601380,0,0.600140,0,0,0.685674
Switzerland,CHE,1945,1621488,1.326368,0.091600,0,0.203520,0,0,0.367518
United Kingdom,GBR,1945,417624399,412.929136,2.656400,0.003664,2.035199,0,0,8.491407
Australia,AUS,1946,35420580,35.057152,0,0,0.363428,0,0,4.739173
Austria,AUT,1946,12760137,9.895641,2.591192,0.080631,0.192672,0,0,1.822877
Belgium,BEL,1946,56410635,55.476624,0,0,0.934011,0,0,6.742038
Chile,CHL,1946,5431364,5.144256,0,0,0.287108,0,0,0.960232
China,CHN,1946,36107047,35.805179,0.216176,0,0.085693,0,0,0.067437
Denmark,DNK,1946,17643803,17.396672,0,0,0.247131,0,0,4.302317
Finland,FIN,1946,3281607,2.660064,0.458000,0,0.163543,0,0,0.862219
France,FRA,1946,165245170,156.790076,7.221584,0.186860,1.046651,0,0,4.101394
Germany,DEU,1946,271682438,268.241440,1.993216,0.164880,1.282902,0,0,4.200539
Greece,GRC,1946,124160,0.073280,0,0,0.050880,0,0,0.016738
India,IND,1946,52225065,50.322142,0.897680,0,1.005243,0,0,0.125783
Ireland,IRL,1946,8195150,8.046144,0,0,0.149006,0,0,2.771441
Italy,ITA,1946,22166356,19.928496,1.128512,0.109920,0.999428,0,0,0.484775
Japan,JPN,1946,52706560,51.592784,0.589904,0.065952,0.457920,0,0,0.682736
Netherlands,NLD,1946,31102062,30.707984,0.194192,0,0.199886,0,0,3.300304
Norway,NOR,1946,7073431,5.089296,1.769712,0,0.214423,0,0,2.262135
Portugal,PRT,1946,3889861,2.627088,1.102864,0,0.159909,0,0,0.479638
Spain,ESP,1946,28086875,25.021456,1.619488,0.384720,1.061211,0,0,1.039792
Sweden,SWE,1946,17376103,11.021312,5.631568,0,0.723223,0,0,2.586114
Switzerland,CHE,1946,5764343,4.213600,1.209120,0,0.341623,0,0,1.290428
United Kingdom,GBR,1946,436128220,427.119808,5.704848,0,3.303564,0,0,8.861333
Australia,AUS,1947,38014039,37.570656,0,0,0.443383,0,0,5.016368
Austria,AUT,1947,17630039,14.560736,2.835936,0.095264,0.138103,0,0,2.529054
Belgium,BEL,1947,82030075,74.316912,6.422992,0,1.290171,0,0,9.707701
Chile,CHL,1947,5706075,5.408064,0,0,0.298011,0,0,0.990473
China,CHN,1947,41836135,41.500510,0.161198,0,0.174427,0,0,0.077727
Denmark,DNK,1947,21453828,21.141280,0,0,0.312548,0,0,5.174585
Finland,FIN,1947,5450338,4.147648,1.095536,0,0.207154,0,0,1.412371
France,FRA,1947,183624109,167.953783,13.271273,0.494650,1.904403,0,0,4.513867
Germany,DEU,1947,317660043,314.253952,1.769712,0.117248,1.519131,0,0,4.806186
Greece,GRC,1947,167801,0.076944,0,0,0.090857,0,0,0.022287
India,IND,1947,53180347,51.667959,0.762160,0,0.750228,0,0,0.153700
Ireland,IRL,1947,8810732,8.665421,0,0,0.145311,0,0,2.962586
Italy,ITA,1947,36786411,29.749420,5.513222,0.161184,1.362585,0,0,0.799010
Japan,JPN,1947,70032368,68.795264,0.556928,0.069616,0.610560,0,0,0.896483
Netherlands,NLD,1947,44603426,36.906840,7.438531,0,0.258055,0,0,4.631716
Norway,NOR,1947,10627362,7.481888,2.912880,0,0.232594,0,0,3.357765
Portugal,PRT,1947,5541908,3.594384,1.736736,0,0.210788,0,0,0.677247
Spain,ESP,1947,31171814,24.383920,5.298144,0.410368,1.079382,0,0,1.145054
Sweden,SWE,1947,25092130,14.820880,9.504416,0,0.766834,0,0,3.688392
Switzerland,CHE,1947,9445593,6.745424,2.227712,0,0.472457,0,0,2.087885
United Kingdom,GBR,1947,461269014,451.921498,5.851362,0,3.496154,0,0,9.314990
Australia,AUS,1948,38420208,37.911408,0,0,0.508800,0,0,4.979936
Austria,AUT,1948,24487263,20.668052,3.037911,0.425088,0.356213,0,0,3.520308
Belgium,BEL,1948,85057291,76.588592,6.822368,0,1.646331,0,0,9.940083
Chile,CHL,1948,6208309,5.942850,0,0,0.265459,0,0,1.058448
China,CHN,1948,38400105,38.093921,0.223538,0,0.082645,0,0,0.070969
Denmark,DNK,1948,17071120,16.689603,0,0,0.381518,0,0,4.074253
Finland,FIN,1948,8457918,6.606192,1.575520,0,0.276206,0,0,2.162044
France,FRA,1948,196500552,172.618814,20.609616,0.611877,2.660246,0,0,4.779872
Germany,DEU,1948,377816373,364.809824,9.687616,0.102592,3.216341,0,0,5.614331
Greece,GRC,1948,1350890,0.727165,0.485995,0,0.137730,0,0,0.174331
India,IND,1948,53204148,51.628263,0.769440,0,0.806445,0,0,0.152012
Ireland,IRL,1948,8443915,8.247664,0,0,0.196251,0,0,2.828782
Italy,ITA,1948,35528083,26.323126,7.451808,0.197836,1.555313,0,0,0.766005
Japan,JPN,1948,88082370,86.583984,0.487312,0.091600,0.919474,0,0,1.098901
